1729,Q4 2023/24,2024/01/31,,Civilian Secretariat for Police Service (CSPS),Renewal of membership for Internal Auditors,The Institute of Internal Auditors South Africa,"R 12 249,49",Sole service provider for all Auditors membership,2023/09/08,Once Off,Once Off,Reported
1730,Q4 2023/24,2024/01/31,,Civilian Secretariat for Police Service (CSPS),Emotional Intelligent Training,National School of Government,"R 65 610,00","National School of Governance is a government institution
accredited to deliver programmes which is customised for
public service",2023/11/24,Once Off,Once Off,Reported
1731,Q4 2023/24,2024/01/29,,Department of Cooperative Governance (DCoG),"Appointment of Next Generation Network
Telecommunication using single source selection for
business management system in the technical and
vocational education and traiing colleges",Next Generation Network Telecommunication,"R 2 261 834,66","Approve a deviation from normal procurement process in
procuring services through a single source selection for a
natural continuation of previous work carried out by current
service providers of the BMS which will lead to stability and
sustainability for all the users involved (TVET and CET
colleges as well as the Department) and ensuring continued
service delivery by the Department",2024/01/25,2024/01/26,Once Off,Reported
1732,Q4 2023/24,2024/01/29,,Department of Higher Education and Training (DHET),"Deviation from normal procurement processes and
procure using single source selection for business
management system in the technical and vocational
education and training colleges",Web2499 (Pty) T/a TNT Management Consultants,"R 777 624,00","Single source selection for a natural continuation of previous
work carried out by the current service providers of the BMS
which will lead to stability and sustainability for all the users
involved (TVET and CET colleges as well as the Department),
and ensuring continued service delivery by the Department",2024/01/25,2024/01/25,Once Off,Reported
1733,Q4 2023/24,2024/01/30,,"Department of Sports, Arts and Culture (DSAC)","Request for appproval of deviation to appoint service
provider for emergency water leakage in the preservation
laboratory at National Archives",Deesf Plumber,"R 4 500,00","At the preservation laboratory, water pipes which are in the
ceiling was leaking and causing damage to the ceiling boards
and affected the electrical wiring.It had to be repaired urgently
to avoid more damage and risk of the laboratory being flooded.",2023/12/22,2023/11/23,2023/11/23,Reported
1734,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA",Provision of Borad Secretariart Services,Baruch Memoirs (Pty) Ltd,"R 201 404,00","Continuity of services as Baruch Memoirs is currently assisting
the EWSETA and its Board with their required services.",2023/08/03,Once Off,Once Off,Reported
1735,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA",Annual Renewal Occupatinal Injuries,Compensation Commissioner,"R 42 509,14","The EWSETA is required to submit an annual return of
earnings for Occupational Injuries and Diseases to the
Department of Labour which is a compulsory statutory
requirement",2023/08/03,Once Off,Once Off,Reported
1736,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA",Audit and Risk Committee Advert,Tiso Blackstar Group T/A Arena Holdings,"R 51 612,00","Sunday Times is the preferred newspaper channels due to the
following: 1. Business
needs identified that the advert should be placed with a
newspaper that gives maximum exposure and targets the
relevant audience.
2. Sunday Times is the largest weekend newspaper in
circulation which can be used to reach out to all the EWSETA
relevant target audience",2023/08/18,Once Off,Once Off,Reported
1737,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA",BRICS Summer School 2023,South African BRICS Youth Association,"R 200 000,00","Sponsoring and participating the summit will offer EWSETA
exclusive advertising rights, opportunity to promote the
EWSETA mandate, cement relationship and collaborations
with key role players in the water sector.",2023/08/18,Once Off,Once Off,Reported
1738,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA",ISET Career SA Advertorial,Shikinah Media CC,"R 18 750,00","EWSETA has been given an opportunity to be featured on the
ISET Career SA Publication focused on high-quality career
guidance",2023/08/22,Once Off,Once Off,Reported
1739,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA","Renewal of SABPP Annual Professional Body
Membership",SA Board for People Practices,"R 4 312,50","The SABPP is the SAQA registered professional body and this
is membership renewal",2023/08/22,Once Off,Once Off,Reported
1740,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA",BRICS President Forum11,South Africa Public College Organisation,"R 50 000,00","Participation and sponsoring the BRIC President Forum will
offer EWSETA the opportunity to promote our energy and water
strategy to the participants and thus cement crucial relationship
and collaborations with relevant key role players",2023/08/18,Once Off,Once Off,Reported
1741,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA",Capricon College Innovation & Skills,Capricon College for FET,"R 30 000,00","Sponsoring and participating in the summit will offer EWSETA
exclusive advertising rights, opportunity to promote the
EWSETA mandate, cement relationship and collaborations
with key role players in the energy and water sector.",2023/09/07,Once Off,Once Off,Reported
1742,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA",18th Annual SAEEC Confrerence & Sponsorship,Southern African Energy Efficiency Confederation,"R 51 750,00","EWSETA has a collaboration agreement with SAEEC which is
beneficial to both parties in the skills development sector.",2023/09/12,Once Off,Once Off,Reported
1743,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA",Windaba Conference & Exhibition 3-5 Oct23,South African Wind Energy Association,"R 138 000,00","Participation and sponsoring the BRIC President Forum will
offer EWSETA the opportunity to promote our energy and water
strategy to the participants and thus cement crucial relationship
and collaborations with relevant key role players.",2023/09/19,Once Off,Once Off,Reported
1744,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA",WISA Bridging The Academia Conference 29-Sep-2023,WISA (Water Institute of South Africa),"R 52 500,00","The Water Institute of Southern Africa is the SAQA registered
professional body for the water sector which unites individual
water professionals and organisations as members",2023/09/20,Once Off,Once Off,Reported
,,,3.1 GOVERNANCE MONITORING AND COMPLIANCE: 2023/2024 QUARTER 4 REPORT DEVIATIONS,,,,,,,,,
Number,"Period/ Quarter
(Use dropdown List)","Date Received By GMC
(yyyy/mm/dd)",,"Entity/Department
(Use dropdown List)",Project Description,Supplier / Service Provider,"Value of Deviation
(R)",Reason for Deviation,"Award by AO/ AA
date
(yyyy/mm/dd)","Contract start date
(yyyy/mm/dd)","Contract expiry
(yyyy/mm/dd)","Status
(Use dropdown List)"
1745,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA",WISA Young Water Professional,WISA (Water Institute of South Africa),"R 213 325,00","The Water Institute of Southern Africa is the SAQA registered
professional body for the water sector which unites individual
water professionals and organisations as members",2023/09/20,Once Off,Once Off,Reported
1746,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA",Green Economy Media Advert,M People Resourcing T/A Green Economy Media,"R 28 557,95","EWSETA has been given an opportunity to be featured in the
Green Economy Media advert. Featuring in the advert will
benefit EWSETA by providing coverage of our brand and will
reach the conference participants both physically and online
which is an expected reach of over 10,000 attendees.",2023/09/26,Once Off,Once Off,Reported
1747,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA",Engineering News Advert,Creamer Media South Africa,"R 19 837,50","EWSETA has been given an opportunity to be featured in the
Engineering news advert. Featuring in the advert will benefit
EWSETA by providing coverage of our brand and will reach the
conference participants both physically and online which is an
expected reach of over 10,000 attendees.",2023/09/26,Once Off,Once Off,Reported
1748,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA",Stem Africa Career Guidance 26-30 Sep23,African Science Stars,"R 160 000,00","Participation the African Science Stars will offer EWSETA the
opportunity to promote our energy and water strategy to the
participants and thus cement crucial relationship and
collaborations with relevant key role players.",2023/09/26,Once Off,Once Off,Reported
1749,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA",Hydrogen Africa Expo 27-29 Sep2023,Hydrogen-Africa,"R 150 000,00","Participation and sponsoring the Hydrogen Africa Expo will
offer EWSETA the opportunity to promote our energy and water
strategy to the participants and thus cement crucial relationship
and collaborations with relevant key role players.",2023/09/26,Once Off,Once Off,Reported
1750,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA",SAWEA Exhibition Stand,South African Wind Energy Association,"R 31 457,10","This is a direct invitation from SAWEA and exhibiting at the
Windaba Africa Conference and will offer EWSETA the
opportunity to promote our energy and water strategy to the
participants and thus cement crucial relationship and
collaborations with relevant key role players.",2023/09/29,Once Off,Once Off,Reported
1751,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA",Strategic Planning Risk Workshop,The Institute of Risk Management SA,"R 151 857,50","EWSETA has a collaboration agreement with IRMSA which is
the guiding body on risk management. IRMSA is recognised as
the Professional Body for Risk Management in South Africa by
the South African Qualifications Authority (SAQA).",2023/09/29,Once Off,Once Off,Reported
1752,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA",WINDAC Conference & Exhibition 3-5 Oct23,South African Wind Energy Association,"R 92 000,00","Participation and sponsoring the Windac Conference &
Exhibition will offer EWSETA the opportunity to promote our
energy and water strategy to the participants and thus cement
crucial relationship and collaborations with relevant key role
players.",2023/10/03,Once Off,Once Off,Reported
1753,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA",Annual General Meeting Advert,Arena Holdings,"R 72 381,00","Sunday Times is the preferred newspaper channels due to the
following: 1. Business
needs identified that the advert should be placed with a
newspaper that gives maximum exposure and targets the
relevant audience
2. Sunday Times is the largest weekend newspaper in
circulation which can be used to reach out to all the EWSETA
relevant target audience",2023/10/05,Once Off,Once Off,Reported
1754,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA","Renewal of IPM Annual Professional Body Membership
and Annual Convention",Institute of people development,"R 28 657,60","The IPM is the SAQA registered professional body and this is
membership renewal",2023/11/02,Once Off,Once Off,Reported
1755,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA","Governance, Risk and Compliance Workshop",The Institute of Risk Management SA,"R 12 560,30","EWSETA has a collaboration agreement with IRMSA which is
the guiding body on risk management. IRMSA is recognised as
the Professional Body for Risk Management in South Africa by
the South African Qualifications Authority (SAQA).",2023/11/16,Once Off,Once Off,Reported
1756,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA","Renewal of SAIBA Annual Professional Body
Membership and Annual Convention",South African Institute of Business Accountants,"R 5 375,00","The SAIBA is the SAQA registered professional body and this
is membership renewal",2023/11/20,Once Off,Once Off,Reported
1757,Q4 2023/24,2024/01/31,,"Energy and Water Sector Education and Training
Authority (EWSETA)SETA",Energy Storage Conference,Milla Trading,"R 22 977,00","EWSETA received a direct invitation from MILLA SA which
coordinate the conference to participate at Energy Storage
Systems Conference as attendees. Attending the conference
will provide the most relevant and up-to-date information to
assist EWSETA in strategic decision making.",2023/11/22,Once Off,Once Off,Reported
1758,Q4 2023/24,2024/02/01,,"Health and Welfare Sector Education and Training
Authority (HWSETA)SETA",Sign Language interpreter,Strong Wind,"R 6 240,00","The event organiser ommitted the need for a sign language
interpreter for two deaf delegates. Procurement division tried to
source quotations but only one service provider was available
in such short notice and willing to assist",2023/08/09,2023/08/09,2023/08/09,Reported
1759,Q4 2023/24,2024/02/01,,"Health and Welfare Sector Education and Training
Authority (HWSETA)SETA","Deviation from HWSETA Travel and Accomodation
Policy",Atlantis Travel,"R 570,00","The HASA Conference was hosted in Cape Town. Board
members were accomodated at hotels which are within walking
distance to the Century City Conference Center. These hotels
do not have buffet meals, only an al-la-carte restaurants. These
meals are above the travel and accomodation meal rates of
R120 for breakfast and R190 for dinner",2023/09/17,2023/09/18,2023/09/19,Reported
1760,Q4 2023/24,2024/02/01,,"Health and Welfare Sector Education and Training
Authority (HWSETA)SETA",Training of Accounting Authority members,The Institute of Directors South Africa,"R 161 900,00","The Accounting Authority and Executives are members of the
IODSA and therefore offerd discounted rates. The training
offered by IODSA is relevant and specificv to the Directors",2024/01/26,2024/01/26,2024/04/30,Reported
1761,Q4 2023/24,2024/02/06,,Department of Higher Education and Training (DHET),"To procure print media, radio broadcasting and
television servies through deviation for worldskills South
Africa(WSZA) National competition, conference and
career festival taking place from 27 January to 05
February 2024 at the Durban International Convention
Centre",South Africa Broadcasting,"R 207 000,00","It would be impractical to source competitive rotations as all
media are , and catered for different audiences and
geographical areas",2024/01/26,2024/01/26,Once Off,Reported
1762,Q4 2023/24,2024/02/06,,Department of Higher Education and Training (DHET),"To procure print media, radio broadcasting and
television servies through deviation for worldskills South
Africa(WSZA) National competition, conference and
career festival taking place from 27 January to 05
February 2024 at the Durban International Convention
Centre",South Africa Broadcasting,"R 391 000,00","It would be impractical to source competitive rotations as all
media are , and catered for different audiences and
geographical areas",2024/01/26,2024/01/26,Once Off,Reported
