row_number,quarter,date_received_by_gmc,entity_department,project_description,supplier_service_provider,value_of_deviation,reason_for_deviation,award_by_ao_aa_date,contract_start_date,contract_expiry,status,award_by_ao_aa_date,contract_start_date,contract_expiry,status,supported,rollover_or_new
499,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R20 850,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/22,Not stated,Not stated,,2023/02/22,Not stated,Not stated,,Noting,New
500,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R12 570,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/22,Not stated,Not stated,,2023/02/22,Not stated,Not stated,,Noting,New
501,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R11 430,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/22,Not stated,Not stated,,2023/02/22,Not stated,Not stated,,Noting,New
502,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Andwekazi Trading,"R24 000,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/22,Not stated,Not stated,,2023/02/22,Not stated,Not stated,,Noting,New
503,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Andwekazi Trading,"R10 500,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/22,Not stated,Not stated,,2023/02/22,Not stated,Not stated,,Noting,New
504,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Andwekazi Trading,"R14 690,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/22,Not stated,Not stated,,2023/02/22,Not stated,Not stated,,Noting,New
505,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Andwekazi Trading,"R122 480,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/22,Not stated,Not stated,,2023/02/22,Not stated,Not stated,,Noting,New
506,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Andwekazi Trading,"R82 500,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/22,Not stated,Not stated,,2023/02/22,Not stated,Not stated,,Noting,New
507,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Langley's Catering,"R116 220,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/22,Not stated,Not stated,,2023/02/22,Not stated,Not stated,,Noting,New
508,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Langley's Catering,"R6 260,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/22,Not stated,Not stated,,2023/02/22,Not stated,Not stated,,Noting,New
509,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Vani and Nyandeni,"R14 640,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
environment.",2023/02/22,Not stated,Not stated,,2023/02/22,Not stated,Not stated,,Noting,New
510,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",We Excell Group,"R18 730,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/22,Not stated,Not stated,,2023/02/22,Not stated,Not stated,,Noting,New
511,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",OKL Creations,"R106 000,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/22,Not stated,Not stated,,2023/02/22,Not stated,Not stated,,Noting,New
512,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Van Neel Projects,"R125 080,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/22,Not stated,Not stated,,2023/02/22,Not stated,Not stated,,Noting,New
513,Q4 2022/23,2023/03/08,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Luchwayito and Zama,"R125 080,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/02/22,Not stated,Not stated,,2023/02/22,Not stated,Not stated,,Noting,New
514,Q4 2022/23,2023/03/14,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R6 310,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/01/03,Not stated,Not stated,,2023/01/03,Not stated,Not stated,,Noting,New
515,Q4 2022/23,2023/03/14,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Excell SV Group,"R95 400,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/01/03,Not stated,Not stated,,2023/01/03,Not stated,Not stated,,Noting,New
516,Q4 2022/23,2023/03/14,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Jiyana Events and Projects,"R10 500,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/01/03,Not stated,Not stated,,2023/01/03,Not stated,Not stated,,Noting,New
517,Q4 2022/23,2023/03/14,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Jiyana Events and Projects,"R71 750,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/01/03,Not stated,Not stated,,2023/01/03,Not stated,Not stated,,Noting,New
518,Q4 2022/23,2023/03/14,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Jiyana Events and Projects,"R15 570,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/01/03,Not stated,Not stated,,2023/01/03,Not stated,Not stated,,Noting,New
519,Q4 2022/23,2023/03/14,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",JRM Family,"R39 570,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/01/03,Not stated,Not stated,,2023/01/03,Not stated,Not stated,,Noting,New
520,Q4 2022/23,2023/03/14,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",ARMCO Trading,"R6 310,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/01/03,Not stated,Not stated,,2023/01/03,Not stated,Not stated,,Noting,New
521,Q4 2022/23,2023/03/14,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Van Nell Projects,"R29 180,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/03/01,Not stated,Not stated,,2023/03/01,Not stated,Not stated,,Noting,New
522,Q4 2022/23,2023/03/14,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Van Nell Projects,"R42 430,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/03/07,Not stated,Not stated,,2023/03/07,Not stated,Not stated,,Noting,New
523,Q4 2022/23,2023/03/14,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Nokulunga Catering,"R16 710,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/03/03,Not stated,Not stated,,2023/03/03,Not stated,Not stated,,Noting,New
524,Q4 2022/23,2023/03/14,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Nokulunga Catering,"R4 140,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/03/03,Not stated,Not stated,,2023/03/03,Not stated,Not stated,,Noting,New
525,Q4 2022/23,2023/03/14,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Nokulunga Catering,"R31 240,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/03/03,Not stated,Not stated,,2023/03/03,Not stated,Not stated,,Noting,New
526,Q4 2022/23,2023/03/14,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Nokulunga Catering,"R6 210,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/03/03,Not stated,Not stated,,2023/03/03,Not stated,Not stated,,Noting,New
527,Q4 2022/23,2023/03/14,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Excell SV Group,"R41 800,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/03/03,Not stated,Not stated,,2023/03/03,Not stated,Not stated,,Noting,New
528,Q4 2022/23,2023/03/14,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Excell SV Group,"R14 640,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/03/03,Not stated,Not stated,,2023/03/03,Not stated,Not stated,,Noting,New
529,Q4 2022/23,2023/03/14,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Excell SV Group,"R13 600,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/03/03,Not stated,Not stated,,2023/03/03,Not stated,Not stated,,Noting,New
530,Q4 2022/23,2023/03/14,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Excell SV Group,"R5 120,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/03/03,Not stated,Not stated,,2023/03/03,Not stated,Not stated,,Noting,New
531,Q4 2022/23,2023/03/14,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Wordsisters Primary Co-op,"R12 520,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/03/03,Not stated,Not stated,,2023/03/03,Not stated,Not stated,,Noting,New
532,Q4 2022/23,2023/03/14,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Wordsisters Primary Co-op,"R14 540,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/03/07,Not stated,Not stated,,2023/03/07,Not stated,Not stated,,Noting,New
533,Q4 2022/23,2023/03/14,South African Social Security Agency,"Supply and delivery of meals,blankets, matrass
and dignity packs",Wordsisters Primary Co-op,"R14 690,00","3.20 when there is a serious and unexpected situation
that poses an immediate risk to health, life, property or
Deviation,Emergenecnyv ciraosnem aesn pt.er SCM delegation",2023/03/07,Not stated,Not stated,,2023/03/07,Not stated,Not stated,,Noting,New
