row_number,quarter,date_received_by_gmc,entity_department,project_description,supplier_service_provider,value_of_deviation,reason_for_deviation,award_by_ao_aa_date,contract_start_date,contract_expiry,status,award_by_ao_aa_date,contract_start_date,contract_expiry,status,supported,rollover_or_new
1530,Q2 2024/25,2024/07/18,"Council for Scientific and Industrial Research
(CSIR)",Stainless steel printing,Metal Heart (Pty) Ltd,"R91 425,00",Single Source Procurement,2024/07/17,2024/07/17,2024/07/17,Reported,2024/07/17,2024/07/17,2024/07/17,Reported,,
1531,Q2 2024/25,2024/07/18,"Council for Scientific and Industrial Research
(CSIR)","Upgrade of existing Fluorescent microscope, reinstallation of software, repair and service",Wirsam Scientific and Precision equipment (Pty)Ltd,"R60 512,31",Single Source Procurement,2024/07/17,2024/07/17,2024/07/17,Reported,2024/07/17,2024/07/17,2024/07/17,Reported,,
1532,Q2 2024/25,2024/07/18,"Council for Scientific and Industrial Research
(CSIR)",AfriSam order for DBEL soil pits,Afrisam South Africa (Pty) Ltd,"R45 489,28",Single Source Procurement,2024/07/17,2024/07/17,2024/07/17,Reported,2024/07/17,2024/07/17,2024/07/17,Reported,,
1533,Q2 2024/25,2024/07/19,National Research Foundation (NRF),"Annual licence renewal for MATLAB software for period of One Year (12 Months) from 1 September
2024 until 31 August 2025.",Opti-Num Solution (Pty) Ltd,"R1 378 852,00","Single source:Opti-Num Solutions is the authorised South African reseller
and Mathworks is the developer and supplier of the training module and the
owner of the intellectual property of the software. There is no other means
by which SARAO can source the Matlab license",2024/07/15,2024/09/01,2025/08/31,Reported,2024/07/15,2024/09/01,2025/08/31,Reported,,
1534,Q2 2024/25,2024/07/15,Technology Innovation Agency (TIA),Parking bays rental at Musgrave for staff,Karabo parking,"R12 006,00",Sole supplier,2024/04/23,Once Off,Once Off,Reported,2024/04/23,Once Off,Once Off,Reported,,
1535,Q2 2024/25,2024/07/15,Technology Innovation Agency (TIA),Repairs of Gym equipment,Penta system,"R20 316,46",Sole supplier,2024/04/23,Once Off,Once Off,Reported,2024/04/23,Once Off,Once Off,Reported,,
1536,Q2 2024/25,2024/07/15,Technology Innovation Agency (TIA),Counselling for Employee,Centre for occupational and wellness,"R3 500,00",Impractical to source other quotations,2024/05/17,Once Off,Once Off,Reported,2024/05/17,Once Off,Once Off,Reported,,
1537,Q2 2024/25,2024/07/15,Technology Innovation Agency (TIA),Disaster recovery Centre,CSIR,"R470 723,52",Sole supplier,2024/06/05,2024/06/05,2026/06/05,Reported,2024/06/05,2024/06/05,2026/06/05,Reported,,
1538,Q2 2024/25,2024/07/15,Technology Innovation Agency (TIA),Biometric - Emergency repairs,Sequretronix,"R13 500,00",Emergency,2024/04/30,Once Off,Once Off,Reported,2024/04/30,Once Off,Once Off,Reported,,
1539,Q2 2024/25,2024/07/15,Technology Innovation Agency (TIA),Replacement of pressure valve,Alcari,"R66 431,59",Emergency,2024/04/30,Once Off,Once Off,Reported,2024/04/30,Once Off,Once Off,Reported,,
1540,Q2 2024/25,2024/07/15,Technology Innovation Agency (TIA),Fridge repair,Goverspride,"R3 080,00",Emergency,2024/05/13,Once Off,Once Off,Reported,2024/05/13,Once Off,Once Off,Reported,,
1541,Q2 2024/25,2024/07/15,Technology Innovation Agency (TIA),Media buying,SABC,"R383 778,00",Single source supplier,2024/05/08,Once Off,Once Off,Reported,2024/05/08,Once Off,Once Off,Reported,,
1542,Q2 2024/25,2024/07/15,Technology Innovation Agency (TIA),Media buying,Primedia,"R385 020,00",Single source supplier,2024/05/08,Once Off,Once Off,Reported,2024/05/08,Once Off,Once Off,Reported,,
1543,Q2 2024/25,2024/07/15,Technology Innovation Agency (TIA),Advert,Broad media,"R86 250,00",Single source supplier,2024/05/30,Once Off,Once Off,Reported,2024/05/30,Once Off,Once Off,Reported,,
1544,Q2 2024/25,2024/07/15,Technology Innovation Agency (TIA),Advert,Media 24,"R52 900,00",Single source supplier,2024/05/30,Once Off,Once Off,Reported,2024/05/30,Once Off,Once Off,Reported,,
1545,Q2 2024/25,2024/07/15,Technology Innovation Agency (TIA),Advert,IT Web,"R12 109,50",Single source supplier,2024/05/30,Once Off,Once Off,Reported,2024/05/30,Once Off,Once Off,Reported,,
1546,Q2 2024/25,2024/07/15,Technology Innovation Agency (TIA),Advert,Top media and communications,"R61 944,75",Single source supplier,2024/05/30,Once Off,Once Off,Reported,2024/05/30,Once Off,Once Off,Reported,,
1547,Q2 2024/25,2024/07/15,Technology Innovation Agency (TIA),Advert,African science stars,"R100 000,00",Single source supplier,2024/05/30,Once Off,Once Off,Reported,2024/05/30,Once Off,Once Off,Reported,,
1548,Q2 2024/25,2024/07/15,Technology Innovation Agency (TIA),Expert Facilitator,Lemgo traders,"R34 300,00",Impractical to source other quotations,2024/06/14,2024/06/14,2024/12/14,Reported,2024/06/14,2024/06/14,2024/12/14,Reported,,
1549,Q2 2024/25,2024/07/15,Technology Innovation Agency (TIA),Advert,Farmers for change,"R72 450,00",Single source supplier,2024/06/03,Once Off,Once Off,Reported,2024/06/03,Once Off,Once Off,Reported,,
1550,Q2 2024/25,2024/07/15,Technology Innovation Agency (TIA),Advert,Creamer media,"R30 187,50",Single source supplier,2024/06/04,Once Off,Once Off,Reported,2024/06/04,Once Off,Once Off,Reported,,
1551,Q2 2024/25,2024/07/15,Technology Innovation Agency (TIA),Advert,CTP Pty LTD (Caxton),"R51 750,00",Single source supplier,2024/06/04,Once Off,Once Off,Reported,2024/06/04,Once Off,Once Off,Reported,,
1552,Q2 2024/25,2024/07/15,Technology Innovation Agency (TIA),Power Supply rewireing,Seritomart,"R4 140,00",Sole supplier- Landlord,2024/06/18,Once Off,Once Off,Reported,2024/06/18,Once Off,Once Off,Reported,,
1553,Q2 2024/25,2024/07/15,Technology Innovation Agency (TIA),Installation of equipment,Ubuntu,"R21 316,40",Unable to source 3 quotes,2024/06/25,Once Off,Once Off,Reported,2024/06/25,Once Off,Once Off,Reported,,
1554,Q2 2024/25,2024/07/15,Technology Innovation Agency (TIA),Emergency repairs,Sequretronix,"R13 250,00",Emergency,2024/06/28,Once Off,Once Off,Reported,2024/06/28,Once Off,Once Off,Reported,,
1555,Q2 2024/25,2024/07/23,"Insurance Sector Education and Training
Authority (Inseta)SETA","Request to deviate from normal SCM processes to attend and participate at the TOPCO awards in
which the CEO and INSETA are finalists of an award in the categories, Top Empowered Individual:
Public Service Leader of Year Award - Gugu Mkhize and the Top Empowered Company: Youth
Development of Year Award - Inseta",Topcor Media,"R62 790,00","Request to deviate from normal SCM processes to attend and participate at
the TOPCO awards in which the CEO and INSETA are finalists of an award
in the categories, Top Empowered Individual: Public Service Leader of Year
Award - Gugu Mkhize and the Top Empowered Company: Youth
Development of Year Award - Inseta",2024/07/17,2024/07/18,2024/07/18,Reported,2024/07/17,2024/07/18,2024/07/18,Reported,,
1556,Q2 2024/25,2024/07/19,"Safety and Security Sector Education and
Training Authority (SASSETA)SETA","Appointment of attorneys to represent SASSETA in the matter of South African professional firearms
trainers council NPC (SAPFTC) v The Quality Council for Trades and Occupation & others, case No
2024/066460 Gauteng Division (Pretoria) of the High Court.",Cheadle Thompson & Haysom Inc Attorneys,"R1 000 000,00",Procurement via single source,2024/07/03,2024/07/03,2027/03/31,Reported,2024/07/03,2024/07/03,2027/03/31,Reported,,
1557,Q2 2024/25,2024/07/12,"Department of Higher Education and Training
(DHET)","To print, pack and deliver all examination certificates and diploma",Government Printing Works,"R1 000 500,00","To eradicate fraudulent certificates, examination irregularities and also limit
the access of answer books",2024/07/11,2024/07/11,2025/03/31,Reported,2024/07/11,2024/07/11,2025/03/31,Reported,,
1558,Q2 2024/25,2024/07/22,South African Police Service (SAPS),"Application for consumables utilised in the semi-automated forensic DNA processing system (RI and
CI) for division:Detective and Forensic Services","Thermo Fisher Scientific LTC Tech South Africa Pty
Ltd","R30 153 000,00",Acquired from preferred supplier,2024/07/04,2024/07/04,2024/10/04,Reported,2024/07/04,2024/07/04,2024/10/04,Reported,,
1559,Q2 2024/25,2024/07/22,"Quality Council for Trades and Occupations
(QCTO)",Placement fees,Interdot Solutions,"R24 840,00",Single Source,2024/07/16,Once Off,Once Off,Reported,2024/07/16,Once Off,Once Off,Reported,,
1560,Q2 2024/25,2024/07/22,"Quality Council for Trades and Occupations
(QCTO)",Labour Law Conference,African Labour Law,"R22 250,00",Sole Supplier,2024/07/16,Once Off,Once Off,Reported,2024/07/16,Once Off,Once Off,Reported,,
1561,Q2 2024/25,2024/07/22,"Insurance Sector Education and Training
Authority (Inseta)SETA",Two airconditioners and installation sesrvices for ictserver room on urgent and ermegency case.,RT Airconsand Projects,"R198 023,00","Two airconditioners and installation sesrvices for ictserver room on urgent
and ermegency case.",2024/07/11,2024/07/11,Once off,Reported,2024/07/11,2024/07/11,Once off,Reported,,
1562,Q2 2024/25,2024/07/26,"Department of Higher Education and Training
(DHET)","Appoint service provider on the DHET database to print,pack and deliver all examination stationery
for a period on six months commencing from 1 April 2024 to 30 September 2024 or until a tender is
awarded",Umvelli Group,"R1 495 000,00",The bid process is still not finalised,2024/07/25,2027/07/25,2024/09/30,Reported,2024/07/25,2027/07/25,2024/09/30,Reported,,
1563,Q3 2024/25,2024/07/31,South African Police Service (SAPS),"Application for consumables utilised in the semi-automated forensic DNA processing system (CI and
Crime Index CI)Detective and Forensic Services","Thermo Fisher Scientific LTC Tech South Africa Pty
Ltd","R1 725 862,50",Acquired from preferred supplier,2027/07/24,Once Off,Once Off,Reported,2027/07/24,Once Off,Once Off,Reported,,
1564,Q2 2024/25,2024/07/30,South African National Space Agency (SANSA),Safran Data Systems CRT Upgrade Software Upgrade,SAFRAN Data Systems,"R393 841,60","The unit was build by and manfactured by SAFRAN Data Systems which is
the sole supplier of the unit and software",2024/07/24,Once Off,Once Off,Reported,2024/07/24,Once Off,Once Off,Reported,,
1565,Q2 2024/25,2024/07/30,South African National Space Agency (SANSA),Provision of an exhibition stand at the IAC 2024,Italian Association of Aeronautics and Astronautics,"R1 771 123,89",Sole Supplier,2024/07/29,2024/10/14,2024/10/18,Reported,2024/07/29,2024/10/14,2024/10/18,Reported,,
1566,Q2 2024/25,2024/07/30,South African National Space Agency (SANSA),Exhibition stand at 2024 International Astronomy Union’s General Assembly,African Astronomical Society (NPC),"R141 000,00",Sole Supplier,2024/07/16,2024/08/06,2024/08/15,Reported,2024/07/16,2024/08/06,2024/08/15,Reported,,
1567,Q2 2024/25,2024/07/31,Technology Innovation Agency (TIA),Innovation eco system,Reseva,"R910 000,00",Unable to source 3 quotes,2024/07/18,2024/07/18,2025/01/17,Reported,2024/07/18,2024/07/18,2025/01/17,Reported,,
1568,Q2 2024/25,2024/07/31,Technology Innovation Agency (TIA),Repairs of faulty survilliance system,Sequretronix,"R3 850,00",Emergency,2024/07/27,Once Off,Once Off,Reported,2024/07/27,Once Off,Once Off,Reported,,
1569,Q2 2024/25,2024/08/05,South African National Space Agency (SANSA),Exhibition: IAIAsa National Conference,IAIAsa,"R9 000,00",Sole Supplier,2024/07/15,2024/08/27,2024/08/30,Reported,2024/07/15,2024/08/27,2024/08/30,Reported,,
1570,Q2 2024/25,2024/08/05,South African National Space Agency (SANSA),"Maintenance, Support, and renewal of ENVI software",ESRI SA,"R357 439,90",Sole Supplier,2024/06/10,2024/06/11,2026/06/10,Reported,2024/06/10,2024/06/11,2026/06/10,Reported,,
1571,Q2 2024/25,2024/08/05,South African National Space Agency (SANSA),Exhibition at the AfriGEO 2024 Symposium,RCMRD (AfriGEO),"R55 431,90",Sole Supplier,2024/07/21,2024/08/12,2024/08/15,Reported,2024/07/21,2024/08/12,2024/08/15,Reported,,
1572,Q2 2024/25,2024/08/06,Department of Tourism (DT),Appointment of a service provider of WMWARE subscription licenses for a period of 12 months,Ubuntu Technologies,"R1 553 730,46","An emergency procurement of a VMWARE subscription licenses for a
period of 12 months with the assistance of SITA for the Department of
Tourism",2024/08/06,2024/08/06,2025/08/05,Reported,2024/08/06,2024/08/06,2025/08/05,Reported,,
1573,Q2 2024/25,2024/08/06,"Council for Scientific and Industrial Research
(CSIR)",South African Weather Services Site Cut-In,Dark Fibre Africa (Pty) Ltd,"R10 637 764,50",Sole Source Procurement,2024/05/03,2024/05/03,2024/05/03,Reported,2024/05/03,2024/05/03,2024/05/03,Reported,,
1574,Q2 2024/25,2024/08/06,"Council for Scientific and Industrial Research
(CSIR)",Addition of the Teraco Brackenfell site within the sting Cape Town (CPT) fibre ring,Dark Fibre Africa (Pty) Ltd,"R8 643 751,45",Sole Source Procurement,2024/05/30,2024/06/01,2032/10/31,Reported,2024/05/30,2024/06/01,2032/10/31,Reported,,
1575,Q2 2024/25,2024/08/06,"Council for Scientific and Industrial Research
(CSIR)",GZ534 (Men's Combat Boot) and GZ535 (Ladies Combat Boot),Dick Whittington Shoes (Pty) Ltd,"R4 830 000,00",Sole Source Procurement,2024/07/22,2024/07/22,2024/07/22,Reported,2024/07/22,2024/07/22,2024/07/22,Reported,,
1576,Q2 2024/25,2024/08/06,"Council for Scientific and Industrial Research
(CSIR)",The supply of Commvault License Maintenance Annual Renewal to the CSIR,Ekwantu Consulting (Pty) Ltd,"R3 275 670,43",Multi-Source Procurement,2024/05/07,2024/05/07,2025/05/06,Reported,2024/05/07,2024/05/07,2025/05/06,Reported,,
1577,Q2 2024/25,2024/08/07,"Quality Council for Trades and Occupations
(QCTO)",Staff Development Training Course: Facilities Management,Academy of Facility Management,"R58 100,00",Prefered service provider - Limited market,2024/08/05,Once Off,Once Off,Reported,2024/08/05,Once Off,Once Off,Reported,,
1578,Q2 2024/25,2024/07/15,"Performing Arts Centre of the Free State
(PACOFS)",Social Media Influencer,House of Paka (Pty) Ltd,"R15 000,00",Single Source,2024/04/29,2024/04/29,2024/04/29,Reported,2024/04/29,2024/04/29,2024/04/29,Reported,,
1579,Q2 2024/25,2024/07/15,"Performing Arts Centre of the Free State
(PACOFS)",Transit Advertising,GBTA Onroute Brands (Pty) Ltd,"R284 000,00",Single Source,2024/06/04,2024/06/04,2025/03/31,Reported,2024/06/04,2024/06/04,2025/03/31,Reported,,
1580,Q2 2024/25,2024/08/12,"Department of Public Works and Infrastructure
(DPWI)","Mechanical Service Justice Magistrate Court: Repair and Service Fire Detection : Sprinkler System,
Fire Extinguishers, Hose Reels, Fire Hydrands and Repair to Fire Piping System (Repair Leaks and
Pumps, Replace 4.5 KG DCP Fire Extinguishers with complete Box and Install , Supply New Fire
Hydrant Valves Assembles and Associated Fittings: Reference Number 1D 3211931",R. Allan Investments t/a Eagle Fire Control,"R1 548 531,50","Emergency Procurement - Mechanical Services Affecting The Operation of
the Court",2024/07/29,Not Stated,Not Stated,Reported,2024/07/29,Not Stated,Not Stated,Reported,,
1581,Q2 2024/25,2024/08/13,National Heritage Council South Africa (NHC),"The travel agency submitted a quotation that included the conference management fee which is
higher than the amount quoted by SanParks. The venue, Mapungubwe National Park under
SanParks, provided additional discount of 20% on the accommodation which provided of a saving",South African National Parks (SanParks),"R106 052,94","The travel agency submitted a quotation that included the conference
management fee which is higher than the amount quoted by SanParks. The
venue, Mapungubwe National Park under SanParks, provided additional
discount of 20% on the accommodation which provided of a saving",2024/07/23,2024/07/24,2024/07/26,Reported,2024/07/23,2024/07/24,2024/07/26,Reported,,
